surface_class,rent_min,rent_avg,rent_max,post_code,insee_code,city_label
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91690,91544,Saint-Cyr-la-Rivière
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91690,91544,Saint-Cyr-la-Rivière
3,pour communiquer des données fiables,,pour communiquer des données fiables,91690,91544,Saint-Cyr-la-Rivière
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91410,91546,Saint-Cyr-sous-Dourdan
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91410,91546,Saint-Cyr-sous-Dourdan
3,pour communiquer des données fiables,,pour communiquer des données fiables,91410,91546,Saint-Cyr-sous-Dourdan
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91410,91547,Saint-Escobille
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91410,91547,Saint-Escobille
3,pour communiquer des données fiables,,pour communiquer des données fiables,91410,91547,Saint-Escobille
1,625, 746,860,91700,91549,Sainte-Geneviève-des-Bois
2,615, 755,890,91700,91549,Sainte-Geneviève-des-Bois
3,785, 791,790,91700,91549,Sainte-Geneviève-des-Bois
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91180,91552,Saint-Germain-lès-Arpajon
2,550, 678,800,91180,91552,Saint-Germain-lès-Arpajon
3,550,,800,91180,91552,Saint-Germain-lès-Arpajon
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91250,91553,Saint-Germain-lès-Corbeil
2,750, 813,910,91250,91553,Saint-Germain-lès-Corbeil
3,750,,910,91250,91553,Saint-Germain-lès-Corbeil
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91780,91556,Saint-Hilaire
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91780,91556,Saint-Hilaire
3,pour communiquer des données fiables,,pour communiquer des données fiables,91780,91556,Saint-Hilaire
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91940,91560,Saint-Jean-de-Beauregard
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91940,91560,Saint-Jean-de-Beauregard
3,pour communiquer des données fiables,,pour communiquer des données fiables,91940,91560,Saint-Jean-de-Beauregard
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91530,91568,Saint-Maurice-Montcouronne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91530,91568,Saint-Maurice-Montcouronne
3,pour communiquer des données fiables,,pour communiquer des données fiables,91530,91568,Saint-Maurice-Montcouronne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91240,91570,Saint-Michel-sur-Orge
2,730, 813,890,91240,91570,Saint-Michel-sur-Orge
3,730,,890,91240,91570,Saint-Michel-sur-Orge
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91280,91573,Saint-Pierre-du-Perray
2,750, 858,945,91280,91573,Saint-Pierre-du-Perray
3,750,,945,91280,91573,Saint-Pierre-du-Perray
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91250,91577,Saintry-sur-Seine
2,700, 700,705,91250,91577,Saintry-sur-Seine
3,700,,705,91250,91577,Saintry-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91910,91578,Saint-Sulpice-de-Favières
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91910,91578,Saint-Sulpice-de-Favières
3,pour communiquer des données fiables,,pour communiquer des données fiables,91910,91578,Saint-Sulpice-de-Favières
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91770,91579,Saint-Vrain
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91770,91579,Saint-Vrain
3,pour communiquer des données fiables,,pour communiquer des données fiables,91770,91579,Saint-Vrain
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91650,91581,Saint-Yon
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91650,91581,Saint-Yon
3,pour communiquer des données fiables,,pour communiquer des données fiables,91650,91581,Saint-Yon
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91160,91587,Saulx-les-Chartreux
2,850, 873,920,91160,91587,Saulx-les-Chartreux
3,850,,920,91160,91587,Saulx-les-Chartreux
1,720, 803,870,91600,91589,Savigny-sur-Orge
2,620, 785,1080,91600,91589,Savigny-sur-Orge
3,760, 851,900,91600,91589,Savigny-sur-Orge
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91530,91593,Sermaise
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91530,91593,Sermaise
3,pour communiquer des données fiables,,pour communiquer des données fiables,91530,91593,Sermaise
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91840,91599,Soisy-sur-École
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91840,91599,Soisy-sur-École
3,pour communiquer des données fiables,,pour communiquer des données fiables,91840,91599,Soisy-sur-École
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91450,91600,Soisy-sur-Seine
2,700, 748,820,91450,91600,Soisy-sur-Seine
3,870, 888,900,91450,91600,Soisy-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91580,91602,Souzy-la-Briche
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91580,91602,Souzy-la-Briche
3,pour communiquer des données fiables,,pour communiquer des données fiables,91580,91602,Souzy-la-Briche
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91740,91613,Congerville-Thionville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91740,91613,Congerville-Thionville
3,pour communiquer des données fiables,,pour communiquer des données fiables,91740,91613,Congerville-Thionville
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91250,91617,Tigery
2,750, 791,825,91250,91617,Tigery
3,750,,825,91250,91617,Tigery
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91730,91619,Torfou
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91730,91619,Torfou
3,pour communiquer des données fiables,,pour communiquer des données fiables,91730,91619,Torfou
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91720,91629,Valpuiseaux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91720,91629,Valpuiseaux
3,pour communiquer des données fiables,,pour communiquer des données fiables,91720,91629,Valpuiseaux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91530,91630,Le Val-Saint-Germain
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91530,91630,Le Val-Saint-Germain
3,pour communiquer des données fiables,,pour communiquer des données fiables,91530,91630,Le Val-Saint-Germain
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91480,91631,Varennes-Jarcy
2,710, 722,727,91480,91631,Varennes-Jarcy
3,710,,727,91480,91631,Varennes-Jarcy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91640,91634,Vaugrigneuse
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91640,91634,Vaugrigneuse
3,pour communiquer des données fiables,,pour communiquer des données fiables,91640,91634,Vaugrigneuse
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91430,91635,Vauhallan
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91430,91635,Vauhallan
3,pour communiquer des données fiables,,pour communiquer des données fiables,91430,91635,Vauhallan
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91820,91639,Vayres-sur-Essonne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91820,91639,Vayres-sur-Essonne
3,pour communiquer des données fiables,,pour communiquer des données fiables,91820,91639,Vayres-sur-Essonne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91370,91645,Verrières-le-Buisson
2,800, 847,880,91370,91645,Verrières-le-Buisson
3,800,,880,91370,91645,Verrières-le-Buisson
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91810,91648,Vert-le-Grand
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91810,91648,Vert-le-Grand
3,pour communiquer des données fiables,,pour communiquer des données fiables,91810,91648,Vert-le-Grand
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91710,91649,Vert-le-Petit
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91710,91649,Vert-le-Petit
3,pour communiquer des données fiables,,pour communiquer des données fiables,91710,91649,Vert-le-Petit
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91890,91654,Videlles
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91890,91654,Videlles
3,pour communiquer des données fiables,,pour communiquer des données fiables,91890,91654,Videlles
1,600, 653,700,91270,91657,Vigneux-sur-Seine
2,600, 800,940,91270,91657,Vigneux-sur-Seine
3,790, 793,795,91270,91657,Vigneux-sur-Seine
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91100,91659,Villabé
2,720, 738,750,91100,91659,Villabé
3,720,,750,91100,91659,Villabé
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91140,91661,Villebon-sur-Yvette
2,830, 846,855,91140,91661,Villebon-sur-Yvette
3,830,,855,91140,91661,Villebon-sur-Yvette
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91580,91662,Villeconin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91580,91662,Villeconin
3,pour communiquer des données fiables,,pour communiquer des données fiables,91580,91662,Villeconin
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91620,91665,La Ville-du-Bois
2,715, 774,817,91620,91665,La Ville-du-Bois
3,715,,817,91620,91665,La Ville-du-Bois
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91140,91666,Villejust
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91140,91666,Villejust
3,pour communiquer des données fiables,,pour communiquer des données fiables,91140,91666,Villejust
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91360,91667,Villemoisson-sur-Orge
2,680, 766,820,91360,91667,Villemoisson-sur-Orge
3,680,,820,91360,91667,Villemoisson-sur-Orge
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91580,91671,Villeneuve-sur-Auvers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91580,91671,Villeneuve-sur-Auvers
3,pour communiquer des données fiables,,pour communiquer des données fiables,91580,91671,Villeneuve-sur-Auvers
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91190,91679,Villiers-le-Bâcle
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91190,91679,Villiers-le-Bâcle
3,pour communiquer des données fiables,,pour communiquer des données fiables,91190,91679,Villiers-le-Bâcle
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,91700,91685,Villiers-sur-Orge
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,91700,91685,Villiers-sur-Orge
3,pour communiquer des données fiables,,pour communiquer des données fiables,91700,91685,Villiers-sur-Orge
1,650, 678,700,91170,91687,Viry-Châtillon
2,745, 825,1100,91170,91687,Viry-Châtillon
3,745,,1100,91170,91687,Viry-Châtillon
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91320,91689,Wissous
2,800, 898,1050,91320,91689,Wissous
3,800,,1050,91320,91689,Wissous
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91330,91691,Yerres
2,755, 854,950,91330,91691,Yerres
3,900, 953,1000,91330,91691,Yerres
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,91940,91692,Les Ulis
2,667, 813,970,91940,91692,Les Ulis
3,667,,970,91940,91692,Les Ulis
1,635, 762,850,92160,92002,Antony
2,700, 984,1450,92160,92002,Antony
3,800, 1080,1600,92160,92002,Antony
1,750, 848,940,92600,92004,Asnières-sur-Seine
2,630, 1083,1700,92600,92004,Asnières-sur-Seine
3,950, 1326,1560,92600,92004,Asnières-sur-Seine
1,770, 838,900,92220,92007,Bagneux
2,880, 1036,1250,92220,92007,Bagneux
3,930, 968,1000,92220,92007,Bagneux
1,800, 938,1050,92270,92009,Bois-Colombes
2,825, 1122,1590,92270,92009,Bois-Colombes
3,825,,1590,92270,92009,Bois-Colombes
1,810, 1025,1250,92100,92012,Boulogne-Billancourt
2,880, 1293,1800,92100,92012,Boulogne-Billancourt
3,1430, 1664,1825,92100,92012,Boulogne-Billancourt
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92340,92014,Bourg-la-Reine
2,750, 1126,1480,92340,92014,Bourg-la-Reine
3,750,,1480,92340,92014,Bourg-la-Reine
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92290,92019,Châtenay-Malabry
2,795, 973,1200,92290,92019,Châtenay-Malabry
3,795,,1200,92290,92019,Châtenay-Malabry
1,880, 888,890,92320,92020,Châtillon
2,880, 1088,1320,92320,92020,Châtillon
3,880,,1320,92320,92020,Châtillon
1,768, 782,790,92370,92022,Chaville
2,750, 971,1200,92370,92022,Chaville
3,750,,1200,92370,92022,Chaville
1,800, 848,890,92140,92023,Clamart
2,850, 1084,1486,92140,92023,Clamart
3,1050, 1192,1327,92140,92023,Clamart
1,735, 866,990,92110,92024,Clichy
2,830, 1133,1500,92110,92024,Clichy
3,830,,1500,92110,92024,Clichy
1,675, 835,1000,92700,92025,Colombes
2,600, 1025,1280,92700,92025,Colombes
3,995, 1032,1100,92700,92025,Colombes
1,780, 888,970,92400,92026,Courbevoie
2,700, 1218,1725,92400,92026,Courbevoie
3,1250, 1473,1730,92400,92026,Courbevoie
1,830, 853,870,92260,92032,Fontenay-aux-Roses
2,750, 950,1150,92260,92032,Fontenay-aux-Roses
3,750,,1150,92260,92032,Fontenay-aux-Roses
1,850, 878,900,92380,92033,Garches
2,829, 1133,1500,92380,92033,Garches
3,1280, 1318,1350,92380,92033,Garches
1,880, 933,990,92250,92035,La Garenne-Colombes
2,850, 1139,1490,92250,92035,La Garenne-Colombes
3,1250, 1300,1350,92250,92035,La Garenne-Colombes
1,780, 843,900,92230,92036,Gennevilliers
2,800, 1075,1250,92230,92036,Gennevilliers
3,1200, 1253,1300,92230,92036,Gennevilliers
1,850, 950,1090,92130,92040,Issy-les-Moulineaux
2,785, 1186,1650,92130,92040,Issy-les-Moulineaux
3,1370, 1457,1550,92130,92040,Issy-les-Moulineaux
1,700, 991,1393,92300,92044,Levallois-Perret
2,800, 1269,1800,92300,92044,Levallois-Perret
3,1550, 1667,1750,92300,92044,Levallois-Perret
1,700, 838,950,92240,92046,Malakoff
2,698, 1011,1370,92240,92046,Malakoff
3,698,,1370,92240,92046,Malakoff
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,92430,92047,Marnes-la-Coquette
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,92430,92047,Marnes-la-Coquette
3,pour communiquer des données fiables,,pour communiquer des données fiables,92430,92047,Marnes-la-Coquette
1,700, 806,900,92190,92048,Meudon
2,849, 1099,1290,92190,92048,Meudon
3,1017, 1259,1410,92190,92048,Meudon
1,700, 878,1000,92120,92049,Montrouge
2,800, 1140,1500,92120,92049,Montrouge
3,1265, 1305,1350,92120,92049,Montrouge
1,800, 880,1020,92000,92050,Nanterre
2,612, 1065,1350,92000,92050,Nanterre
3,1350, 1503,1650,92000,92050,Nanterre
1,940, 1065,1200,92200,92051,Neuilly-sur-Seine
2,1095, 1435,2000,92200,92051,Neuilly-sur-Seine
3,1500, 1600,1650,92200,92051,Neuilly-sur-Seine
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92350,92060,Le Plessis-Robinson
2,930, 1124,1300,92350,92060,Le Plessis-Robinson
3,930,,1300,92350,92060,Le Plessis-Robinson
1,880, 920,990,92800,92062,Puteaux
2,910, 1268,1690,92800,92062,Puteaux
3,1450, 1535,1650,92800,92062,Puteaux
1,750, 786,810,92500,92063,Rueil-Malmaison
2,810, 1101,1559,92500,92063,Rueil-Malmaison
3,1050, 1220,1390,92500,92063,Rueil-Malmaison
1,740, 848,950,92210,92064,Saint-Cloud
2,900, 1144,1320,92210,92064,Saint-Cloud
3,900,,1320,92210,92064,Saint-Cloud
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92330,92071,Sceaux
2,850, 1038,1250,92330,92071,Sceaux
3,850,,1250,92330,92071,Sceaux
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92310,92072,Sèvres
2,750, 1134,1500,92310,92072,Sèvres
3,1200, 1263,1400,92310,92072,Sèvres
1,740, 872,995,92150,92073,Suresnes
2,800, 1137,1500,92150,92073,Suresnes
3,800,,1500,92150,92073,Suresnes
1,730, 827,999,92170,92075,Vanves
2,830, 1075,1400,92170,92075,Vanves
3,830,,1400,92170,92075,Vanves
1,686, 746,800,92420,92076,Vaucresson
2,900, 1018,1150,92420,92076,Vaucresson
3,900,,1150,92420,92076,Vaucresson
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92410,92077,Ville-d'Avray
2,920, 1112,1350,92410,92077,Ville-d'Avray
3,920,,1350,92410,92077,Ville-d'Avray
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,92390,92078,Villeneuve-la-Garenne
2,600, 874,1010,92390,92078,Villeneuve-la-Garenne
3,600,,1010,92390,92078,Villeneuve-la-Garenne
1,650, 792,1050,93300,93001,Aubervilliers
2,710, 907,1299,93300,93001,Aubervilliers
3,1150, 1178,1200,93300,93001,Aubervilliers
1,680, 749,850,93600,93005,Aulnay-sous-Bois
2,675, 884,1150,93600,93005,Aulnay-sous-Bois
3,895, 906,910,93600,93005,Aulnay-sous-Bois
1,650, 783,930,93170,93006,Bagnolet
2,750, 1022,1350,93170,93006,Bagnolet
3,750,,1350,93170,93006,Bagnolet
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93150,93007,Le Blanc-Mesnil
2,500, 868,1150,93150,93007,Le Blanc-Mesnil
3,500,,1150,93150,93007,Le Blanc-Mesnil
1,600, 643,680,93000,93008,Bobigny
2,750, 920,1150,93000,93008,Bobigny
3,750,,1150,93000,93008,Bobigny
1,430, 588,686,93140,93010,Bondy
2,600, 867,1150,93140,93010,Bondy
3,600,,1150,93140,93010,Bondy
1,750, 810,880,93350,93013,Le Bourget
2,843, 943,1075,93350,93013,Le Bourget
3,843,,1075,93350,93013,Le Bourget
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93390,93014,Clichy-sous-Bois
2,731, 785,860,93390,93014,Clichy-sous-Bois
3,731,,860,93390,93014,Clichy-sous-Bois
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93470,93015,Coubron
2,715, 786,850,93470,93015,Coubron
3,715,,850,93470,93015,Coubron
1,720, 777,820,93120,93027,La Courneuve
2,700, 908,1350,93120,93027,La Courneuve
3,700,,1350,93120,93027,La Courneuve
1,595, 741,850,93700,93029,Drancy
2,650, 869,1200,93700,93029,Drancy
3,950, 973,1000,93700,93029,Drancy
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93440,93030,Dugny
2,700, 728,750,93440,93030,Dugny
3,700,,750,93440,93030,Dugny
1,810, 870,900,93800,93031,Épinay-sur-Seine
2,670, 887,1080,93800,93031,Épinay-sur-Seine
3,670,,1080,93800,93031,Épinay-sur-Seine
1,690, 723,750,93220,93032,Gagny
2,650, 838,1050,93220,93032,Gagny
3,850, 1004,1100,93220,93032,Gagny
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93460,93033,Gournay-sur-Marne
2,710, 789,920,93460,93033,Gournay-sur-Marne
3,710,,920,93460,93033,Gournay-sur-Marne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93450,93039,L' Île-Saint-Denis
2,800, 886,960,93450,93039,L' Île-Saint-Denis
3,800,,960,93450,93039,L' Île-Saint-Denis
1,760, 868,970,93260,93045,Les Lilas
2,860, 1042,1290,93260,93045,Les Lilas
3,1150, 1203,1230,93260,93045,Les Lilas
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93190,93046,Livry-Gargan
2,695, 886,1080,93190,93046,Livry-Gargan
3,695,,1080,93190,93046,Livry-Gargan
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93370,93047,Montfermeil
2,590, 782,950,93370,93047,Montfermeil
3,590,,950,93370,93047,Montfermeil
1,635, 777,880,93100,93048,Montreuil
2,710, 995,1300,93100,93048,Montreuil
3,1300, 1343,1380,93100,93048,Montreuil
1,610, 755,870,93360,93049,Neuilly-Plaisance
2,690, 925,1190,93360,93049,Neuilly-Plaisance
3,690,,1190,93360,93049,Neuilly-Plaisance
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93330,93050,Neuilly-sur-Marne
2,650, 861,1200,93330,93050,Neuilly-sur-Marne
3,650,,1200,93330,93050,Neuilly-sur-Marne
1,650, 715,850,93160,93051,Noisy-le-Grand
2,690, 909,1400,93160,93051,Noisy-le-Grand
3,950, 986,1050,93160,93051,Noisy-le-Grand
1,650, 688,720,93130,93053,Noisy-le-Sec
2,722, 852,995,93130,93053,Noisy-le-Sec
3,722,,995,93130,93053,Noisy-le-Sec
1,685, 785,950,93500,93055,Pantin
2,750, 1030,1450,93500,93055,Pantin
3,1150, 1178,1200,93500,93055,Pantin
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93320,93057,Les Pavillons-sous-Bois
2,750, 857,990,93320,93057,Les Pavillons-sous-Bois
3,875, 931,980,93320,93057,Les Pavillons-sous-Bois
1,840, 903,1000,93380,93059,Pierrefitte-sur-Seine
2,700, 868,1000,93380,93059,Pierrefitte-sur-Seine
3,700,,1000,93380,93059,Pierrefitte-sur-Seine
1,730, 853,970,93310,93061,Le Pré-Saint-Gervais
2,870, 1059,1300,93310,93061,Le Pré-Saint-Gervais
3,1300, 1433,1500,93310,93061,Le Pré-Saint-Gervais
1,650, 678,700,93340,93062,Le Raincy
2,800, 927,1050,93340,93062,Le Raincy
3,800,,1050,93340,93062,Le Raincy
1,752, 794,830,93230,93063,Romainville
2,780, 1003,1250,93230,93063,Romainville
3,780,,1250,93230,93063,Romainville
1,800, 828,850,93110,93064,Rosny-sous-Bois
2,704, 916,1150,93110,93064,Rosny-sous-Bois
3,704,,1150,93110,93064,Rosny-sous-Bois
1,626, 799,980,93200,93066,Saint-Denis
2,690, 943,1250,93200,93066,Saint-Denis
3,1000, 1103,1200,93200,93066,Saint-Denis
1,600, 807,975,93400,93070,Saint-Ouen
2,750, 987,1350,93400,93070,Saint-Ouen
3,1250, 1353,1450,93400,93070,Saint-Ouen
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93270,93071,Sevran
2,650, 823,1000,93270,93071,Sevran
3,950, 996,1100,93270,93071,Sevran
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93240,93072,Stains
2,730, 874,1300,93240,93072,Stains
3,730,,1300,93240,93072,Stains
1,600, 646,685,93290,93073,Tremblay-en-France
2,700, 839,940,93290,93073,Tremblay-en-France
3,700,,940,93290,93073,Tremblay-en-France
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93410,93074,Vaujours
2,670, 785,880,93410,93074,Vaujours
3,670,,880,93410,93074,Vaujours
1,760, 798,830,93250,93077,Villemomble
2,600, 860,1090,93250,93077,Villemomble
3,600,,1090,93250,93077,Villemomble
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93420,93078,Villepinte
2,710, 837,1050,93420,93078,Villepinte
3,710,,1050,93420,93078,Villepinte
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,93430,93079,Villetaneuse
2,830, 946,1100,93430,93079,Villetaneuse
3,830,,1100,93430,93079,Villetaneuse
1,650, 668,680,94480,94001,Ablon-sur-Seine
2,695, 793,910,94480,94001,Ablon-sur-Seine
3,695,,910,94480,94001,Ablon-sur-Seine
1,780, 843,930,94140,94002,Alfortville
2,730, 977,1400,94140,94002,Alfortville
3,620, 963,1300,94140,94002,Alfortville
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94110,94003,Arcueil
2,690, 1016,1500,94110,94003,Arcueil
3,690,,1500,94110,94003,Arcueil
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94470,94004,Boissy-Saint-Léger
2,750, 903,1150,94470,94004,Boissy-Saint-Léger
3,750,,1150,94470,94004,Boissy-Saint-Léger
1,750, 768,780,94380,94011,Bonneuil-sur-Marne
2,800, 857,900,94380,94011,Bonneuil-sur-Marne
3,800,,900,94380,94011,Bonneuil-sur-Marne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94360,94015,Bry-sur-Marne
2,700, 890,1025,94360,94015,Bry-sur-Marne
3,700,,1025,94360,94015,Bry-sur-Marne
1,800, 875,950,94230,94016,Cachan
2,835, 1003,1200,94230,94016,Cachan
3,961, 989,1046,94230,94016,Cachan
1,850, 1028,1200,94500,94017,Champigny-sur-Marne
2,700, 913,1200,94500,94017,Champigny-sur-Marne
3,1020, 1167,1240,94500,94017,Champigny-sur-Marne
1,710, 865,950,94220,94018,Charenton-le-Pont
2,921, 1151,1350,94220,94018,Charenton-le-Pont
3,1200, 1317,1400,94220,94018,Charenton-le-Pont
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94430,94019,Chennevières-sur-Marne
2,750, 903,1000,94430,94019,Chennevières-sur-Marne
3,750,,1000,94430,94019,Chennevières-sur-Marne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94550,94021,Chevilly-Larue
2,800, 963,1290,94550,94021,Chevilly-Larue
3,800,,1290,94550,94021,Chevilly-Larue
1,650, 741,800,94600,94022,Choisy-le-Roi
2,700, 879,1100,94600,94022,Choisy-le-Roi
3,700,,1100,94600,94022,Choisy-le-Roi
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94000,94028,Créteil
2,751, 991,1350,94000,94028,Créteil
3,760, 992,1300,94000,94028,Créteil
1,730, 835,937,94120,94033,Fontenay-sous-Bois
2,750, 1010,1400,94120,94033,Fontenay-sous-Bois
3,750,,1400,94120,94033,Fontenay-sous-Bois
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94260,94034,Fresnes
2,850, 941,1050,94260,94034,Fresnes
3,850,,1050,94260,94034,Fresnes
1,815, 871,920,94250,94037,Gentilly
2,750, 1050,1420,94250,94037,Gentilly
3,750,,1420,94250,94037,Gentilly
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94240,94038,L' Haÿ-les-Roses
2,800, 947,1100,94240,94038,L' Haÿ-les-Roses
3,870, 938,1000,94240,94038,L' Haÿ-les-Roses
1,720, 803,950,94200,94041,Ivry-sur-Seine
2,745, 1000,1380,94200,94041,Ivry-sur-Seine
3,745,,1380,94200,94041,Ivry-sur-Seine
1,850, 878,900,94340,94042,Joinville-le-Pont
2,832, 1056,1380,94340,94042,Joinville-le-Pont
3,832,,1380,94340,94042,Joinville-le-Pont
1,850, 869,882,94270,94043,Le Kremlin-Bicêtre
2,870, 1058,1350,94270,94043,Le Kremlin-Bicêtre
3,1350, 1428,1500,94270,94043,Le Kremlin-Bicêtre
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94450,94044,Limeil-Brévannes
2,740, 862,1000,94450,94044,Limeil-Brévannes
3,740,,1000,94450,94044,Limeil-Brévannes
1,750, 815,900,94700,94046,Maisons-Alfort
2,752, 1017,1400,94700,94046,Maisons-Alfort
3,981, 1109,1195,94700,94046,Maisons-Alfort
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,94520,94047,Mandres-les-Roses
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,94520,94047,Mandres-les-Roses
3,pour communiquer des données fiables,,pour communiquer des données fiables,94520,94047,Mandres-les-Roses
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,94440,94048,Marolles-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,94440,94048,Marolles-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,94440,94048,Marolles-en-Brie
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,94130,94052,Nogent-sur-Marne
2,850, 1080,1400,94130,94052,Nogent-sur-Marne
